sample_index,sample_id,modality,rank,start_index,end_index,score,source_scale,words,wordpiece_start,wordpiece_end
131,270254$_$8,T,3,3,3,0.03885687429504513,1,one,4,4
132,270254$_$11,T,1,3,4,0.44441652291174694,1,story of,4,5
133,270254$_$14,T,1,0,2,0.5381053650593295,3,half the time,1,3
133,270254$_$14,T,2,4,4,0.1117414289620656,1,camera,5,5
133,270254$_$14,T,3,3,3,0.0989545727949224,2,the,4,4
134,270254$_$16,T,1,0,2,0.5518472171621496,2,( uhh ),1,4
134,270254$_$16,T,2,9,9,0.06604881674743916,2,who,11,11
134,270254$_$16,T,3,5,5,0.0570637947583271,1,was,7,7
135,272624$_$10,T,1,15,23,0.32307300896666735,3,here that isn ' t very good and (,20,28
135,272624$_$10,T,2,12,13,0.06282428140984307,1,( stutter,16,18
135,272624$_$10,T,3,1,2,0.056276070755072474,1,uhh ),2,4
136,272624$_$13,T,1,30,35,0.4170714083112633,3,you ' ll like it too,32,37
136,272624$_$13,T,2,33,33,0.13591829966066343,peak,like,35,35
136,272624$_$13,T,3,12,13,0.07271909122885738,2,' ve,14,15
137,272624$_$12,T,1,6,10,0.5228878432419968,3,also just not that much,8,12
137,272624$_$12,T,2,7,7,0.14265513880413036,peak,just,9,9
137,272624$_$12,T,3,10,10,0.0933167922854033,1,much,12,12
138,272624$_$16,T,1,18,26,0.3765770665076924,3,not as entertaining but ( stutter ) i think,19,28
138,272624$_$16,T,2,1,3,0.14414922989126824,1,umm ) unfortunately,2,4
138,272624$_$16,T,3,22,23,0.1023712230854863,2,( stutter,23,25
139,272624$_$18,T,1,24,28,0.19049608794013312,3,jet li is in it,26,30
139,272624$_$18,T,2,30,32,0.13143108801151182,3,in case you,32,34
139,272624$_$18,T,3,5,6,0.08195190093323262,2,movie they,7,8
140,272624$_$2,T,1,29,33,0.2997774235185302,2,the third ( uhh ),34,39
140,272624$_$2,T,2,12,16,0.19422929248000573,3,starring ( stutter ) brendan,15,20
140,272624$_$2,T,3,24,25,0.08821925255386538,2,bello and,28,30
141,272624$_$6,T,1,18,23,0.3117231687474981,3,) not to be taken too,21,26
141,272624$_$6,T,2,5,7,0.1226327012921573,3,as as (,6,8
141,272624$_$6,T,3,2,4,0.11041646419273962,1,) this movie,3,5
142,272624$_$9,T,1,15,19,0.30639505456097405,3,"surprise , but i feel",17,21
142,272624$_$9,T,2,9,11,0.13944422805210158,3,"it , which",11,13
142,272624$_$9,T,3,26,31,0.13660854522113222,1,could have used him more in,29,34
143,272624$_$8,T,1,24,28,0.17475184697408372,3,but it doesn ' t,28,32
143,272624$_$8,T,2,32,33,0.07066284846143026,2,as great,36,37
143,272624$_$8,T,3,14,15,0.06660763638353998,2,really (,16,17
144,273539$_$3,T,1,22,28,0.44273919548811,3,umm ) this film has little substance,24,30
144,273539$_$3,T,2,27,27,0.10358906116920327,peak,little,29,29
144,273539$_$3,T,3,21,22,0.07038057125767162,2,( umm,23,24
145,273539$_$2,T,1,0,2,1.0,3,vicky cristina barcelona,1,3
146,273539$_$9,T,1,32,36,0.49968491925145003,3,umm ) waste of time,36,40
146,273539$_$9,T,2,34,34,0.2281266688388571,peak,waste,38,38
146,273539$_$9,T,3,38,41,0.20731598630156095,1,your mind type of,42,45
147,290546$_$3,T,1,8,12,0.35071421778284345,3,umm ) not so much,9,13
147,290546$_$3,T,2,4,6,0.14943257293560536,1,looked familiar but,5,7
147,290546$_$3,T,3,3,4,0.12707852035869582,2,faces looked,4,5
148,290546$_$5,T,1,2,5,0.26385380218158966,1,) apparently her mother,3,6
148,290546$_$5,T,2,10,14,0.2319093624804167,2,) kill her when she,12,16
148,290546$_$5,T,3,3,3,0.08702841874092304,peak,apparently,4,4
149,290546$_$7,T,1,11,17,0.3763434853330716,2,) teen flick more than anything because,13,19
149,290546$_$7,T,2,26,30,0.24431230672169268,2,( stutter ) things are,28,33
149,290546$_$7,T,3,13,13,0.11721733859819881,peak,flick,15,15
150,290546$_$6,T,1,2,3,0.3423217113344297,2,to see,3,4
150,290546$_$6,T,2,4,4,0.19654387044459465,1,doctors,5,5
150,290546$_$6,T,3,6,6,0.10535414302660251,1,so,7,7
151,2S00zYaVrtc$_$10,T,1,8,12,0.7313651281127649,3,will deeply regret for the,9,13
151,2S00zYaVrtc$_$10,T,2,10,10,0.35283018144198475,1,regret,11,11
151,2S00zYaVrtc$_$10,T,3,4,5,0.0576551772590563,2,was one,5,6
152,2S00zYaVrtc$_$12,T,1,12,14,0.24857803609499937,2,you and our,13,15
152,2S00zYaVrtc$_$12,T,2,0,1,0.16397672120428403,2,we learned,1,2
152,2S00zYaVrtc$_$12,T,3,5,6,0.09113915880251688,3,we now,6,7
153,2S00zYaVrtc$_$20,T,1,9,11,0.29113415330384673,2,look forward to,10,12
153,2S00zYaVrtc$_$20,T,2,6,7,0.15831020262325196,1,message and,7,8
153,2S00zYaVrtc$_$20,T,3,2,2,0.0788054098708137,3,for,3,3
154,2S00zYaVrtc$_$17,T,1,2,6,0.42772761043305907,3,"these mistakes , we are",3,7
154,2S00zYaVrtc$_$17,T,2,3,3,0.1260866244245058,peak,mistakes,4,4
154,2S00zYaVrtc$_$17,T,3,5,5,0.07953260674803145,1,we,6,6
155,2S00zYaVrtc$_$5,T,1,4,7,0.2825585345201785,3,have worked tirelessly for,5,9
155,2S00zYaVrtc$_$5,T,2,20,23,0.21719934171530964,1,transform their lives .,22,25
155,2S00zYaVrtc$_$5,T,3,6,6,0.10956806583962361,1,tirelessly,7,8
156,2S00zYaVrtc$_$4,T,1,2,5,0.3344446696015677,3,why i have always,3,6
156,2S00zYaVrtc$_$4,T,2,6,7,0.16418872080360652,1,worked hard,7,8
156,2S00zYaVrtc$_$4,T,3,3,3,0.12050553252772955,peak,i,4,4
157,2Xt31_d0XEE$_$2,T,1,7,10,0.3473427959559924,3,who all love selling,10,13
157,2Xt31_d0XEE$_$2,T,2,9,9,0.1408605838953691,1,love,12,12
157,2Xt31_d0XEE$_$2,T,3,4,5,0.13855181819167373,2,of dedicated,7,8
158,31474$_$11,T,1,1,2,0.539649838933093,2,like they,2,3
159,31474$_$14,T,1,12,15,0.5861491862764469,3,such a bad shot,13,16
159,31474$_$14,T,2,14,14,0.40644955034010516,peak,bad,15,15
159,31474$_$14,T,3,3,4,0.08620019816348191,1,up killing,4,5
160,31474$_$0,T,1,16,19,0.43018318538716926,2,on this dvd movie,17,20
160,31474$_$0,T,2,19,21,0.24611401423218343,1,movie called the,20,22
160,31474$_$0,T,3,17,17,0.11953164609506953,1,this,18,18
161,31474$_$3,T,1,17,19,0.1975333354350624,2,there is a,18,20
161,31474$_$3,T,2,1,3,0.192007894172378,1,umm ) the,2,4
161,31474$_$3,T,3,10,11,0.11840574226917548,3,students go,11,12
162,31474$_$6,T,1,5,8,0.7995876968641387,3,the worst movie i,6,9
162,31474$_$6,T,2,6,6,0.4185744702841865,1,worst,7,7
162,31474$_$6,T,3,11,11,0.019030957781368422,2,ever,12,12
163,31474$_$9,T,1,3,4,0.3847941410227559,3,really kind,4,5
163,31474$_$9,T,2,6,6,0.16706873106364217,1,grainy,7,8
164,31474$_$8,T,1,6,7,0.6234353807355388,1,low budget,7,8
165,32681$_$1,T,1,9,13,0.4788119973282391,2,", did did ( stutter",10,15
165,32681$_$1,T,2,10,10,0.1197105362673332,peak,did,11,11
165,32681$_$1,T,3,3,3,0.04649760435995098,3,i,4,4
166,32681$_$3,T,1,32,36,0.22605863111784752,3,m extremely disappointed in the,34,38
166,32681$_$3,T,2,34,34,0.09749869496927988,1,disappointed,36,36
166,32681$_$3,T,3,21,23,0.09191120439141612,1,it and (,22,24
167,32681$_$5,T,1,6,9,0.2372580602025371,3,i did laugh was,7,10
167,32681$_$5,T,2,2,4,0.19972338142835377,2,) the only,3,5
167,32681$_$5,T,3,12,14,0.1338747069074581,2,the ( stutter,13,16
168,32681$_$6,T,1,20,21,0.10221639919086761,1,fun of,21,22
168,32681$_$6,T,2,26,27,0.09913505143887062,1,really funny,27,28
168,32681$_$6,T,3,1,2,0.08384178389837964,2,umm ),2,3
169,33170$_$1,T,1,18,22,0.24285721621748424,2,( stutter ) mocks movies,21,27
169,33170$_$1,T,2,14,16,0.08241227272186784,2,it ' s,17,19
169,33170$_$1,T,3,21,21,0.07617458173568535,peak,mocks,25,26
170,33170$_$3,T,1,7,11,0.5328529796512469,3,"humor and cheap laughs ,",8,12
170,33170$_$3,T,2,9,9,0.2618740537213167,1,cheap,10,10
170,33170$_$3,T,3,18,20,0.10368658332384295,2,really desperate for,19,21
171,33170$_$4,T,1,23,27,0.23143566704330149,3,i don ' t think,25,29
171,33170$_$4,T,2,8,10,0.12095653083214278,2,expecting ( uhh,9,12
171,33170$_$4,T,3,21,22,0.06819903112854164,2,of movie,23,24
172,3MFNIag0wNE$_$12,T,1,32,41,0.3569111472951712,2,: very little support - and we still didn ',38,47
172,3MFNIag0wNE$_$12,T,2,34,34,0.0634995213242163,peak,little,40,40
172,3MFNIag0wNE$_$12,T,3,39,40,0.06044956149194161,1,still didn,45,46
173,3MFNIag0wNE$_$14,T,1,3,6,0.16551478630471392,3,also sad that in,4,7
173,3MFNIag0wNE$_$14,T,2,27,30,0.15961614418840536,2,feel good about it,29,32
173,3MFNIag0wNE$_$14,T,3,4,4,0.06945301179663979,1,sad,5,5
174,3MFNIag0wNE$_$16,T,1,5,9,0.4776957522159723,3,good time to mention that,6,10
174,3MFNIag0wNE$_$16,T,2,7,7,0.15000453580049172,peak,to,8,8
174,3MFNIag0wNE$_$16,T,3,16,17,0.11982450586538129,2,the nostalgic,17,20
175,3MFNIag0wNE$_$7,T,1,16,17,0.3616510668767221,2,a chance,17,18
175,3MFNIag0wNE$_$7,T,2,10,12,0.13754470043329406,3,better if we,11,13
175,3MFNIag0wNE$_$7,T,3,4,4,0.10603200619289478,1,but,5,5
176,3V2qm0rw920$_$11,T,1,10,12,0.2609476310174747,3,theory and practice,13,15
176,3V2qm0rw920$_$11,T,2,1,2,0.176468708590605,2,hear from,2,3
176,3V2qm0rw920$_$11,T,3,14,15,0.1576588212368933,1,is distinctly,17,18
177,3V2qm0rw920$_$13,T,1,24,27,0.212551111999368,2,are transforming our world,25,28
177,3V2qm0rw920$_$13,T,2,14,17,0.19338014204641019,3,and proud to feature,15,18
177,3V2qm0rw920$_$13,T,3,18,20,0.16231956815241325,2,the remarkable stories,19,21
178,3V2qm0rw920$_$3,T,1,3,6,0.7044739649725743,2,the same rigorous content,4,7
178,3V2qm0rw920$_$3,T,2,4,4,0.3150320835432336,peak,same,5,5
178,3V2qm0rw920$_$3,T,3,13,14,0.07586010310695429,1,classrooms .,14,15
179,3j94B0pzSVs$_$12,T,1,1,3,0.3833903877251068,3,will work toward,2,4
179,3j94B0pzSVs$_$12,T,2,6,6,0.10846318886742068,1,effort,7,7
179,3j94B0pzSVs$_$12,T,3,8,8,0.09183454884995387,2,in,9,9
180,3j94B0pzSVs$_$17,T,1,3,7,0.5123429380297763,2,address the proliferation of hate,4,8
180,3j94B0pzSVs$_$17,T,2,7,7,0.12090485068962212,peak,hate,8,8
180,3j94B0pzSVs$_$17,T,3,4,4,0.11108024852152287,1,the,5,5
181,3j94B0pzSVs$_$1,T,1,19,23,0.35381472544367104,3,and have not been part,22,26
181,3j94B0pzSVs$_$1,T,2,13,15,0.1384329105291933,3,but have never,15,17
181,3j94B0pzSVs$_$1,T,3,27,30,0.12132007709112877,1,or governing activities .,31,34
182,3j94B0pzSVs$_$0,T,1,6,8,0.15986551153803275,3,jack kitaeff :,7,11
182,3j94B0pzSVs$_$0,T,2,12,13,0.10197676281931171,3,right to,15,16
182,3j94B0pzSVs$_$0,T,3,20,21,0.1001560324563584,2,psychological association,23,24
183,4cFeG2ydm9A$_$8,T,1,9,12,0.6304301466677429,2,enthusiastic and conversation in,10,13
183,4cFeG2ydm9A$_$8,T,2,10,10,0.2281199806505876,peak,and,11,11
183,4cFeG2ydm9A$_$8,T,3,12,12,0.09816694325859614,1,in,13,13
184,4dV3slGSc60$_$10,T,1,10,13,0.3040488905023894,3,100 percent holding online,11,14
184,4dV3slGSc60$_$10,T,2,16,18,0.2133165118311508,2,a dedicated entrepreneurship,17,19
184,4dV3slGSc60$_$10,T,3,10,10,0.09725754723488059,peak,100,11,11
185,4dV3slGSc60$_$12,T,1,16,18,0.25235417680269256,2,completely entrepreneurship based,17,19
185,4dV3slGSc60$_$12,T,2,10,11,0.15675540540230606,1,entrepreneurship based,11,12
185,4dV3slGSc60$_$12,T,3,12,12,0.06253405078372135,3,and,13,13
186,4dV3slGSc60$_$22,T,1,32,43,0.3615295881390479,3,"student that just has the degree in hand , but we graduate",33,44
186,4dV3slGSc60$_$22,T,2,38,40,0.09147054038282447,1,"in hand ,",39,41
186,4dV3slGSc60$_$22,T,3,19,20,0.04415852344499572,1,' s,20,21
187,4dV3slGSc60$_$9,T,1,14,18,0.3651719149608997,1,was right on the ball,15,19
187,4dV3slGSc60$_$9,T,2,15,15,0.07682340887661755,peak,right,16,16
188,4dV3slGSc60$_$8,T,1,8,11,0.21556497703440256,3,that seemed like the,14,17
188,4dV3slGSc60$_$8,T,2,13,15,0.2076778346132767,2,reason why i,19,21
188,4dV3slGSc60$_$8,T,3,0,1,0.10488729416223727,1,i remember,1,2
189,50103$_$3,T,1,38,42,0.22124132053427828,3,didn ' t like it,41,45
189,50103$_$3,T,2,28,31,0.11103622037563063,3,closed the whole movie,30,33
189,50103$_$3,T,3,41,41,0.06773271601083594,peak,like,44,44
190,5B0PQx3Ep3k$_$5,T,1,6,12,0.4319949154805088,3,truly want to help all our young,7,13
190,5B0PQx3Ep3k$_$5,T,2,9,10,0.14119794489674398,1,help all,10,11
190,5B0PQx3Ep3k$_$5,T,3,6,7,0.13853975101662455,2,truly want,7,8
191,5O1W39o56gg$_$1,T,1,2,5,0.43769133391354,3,we ' re talking,3,6
191,5O1W39o56gg$_$1,T,2,4,4,0.13448752407722697,peak,re,5,5
191,5O1W39o56gg$_$1,T,3,5,5,0.11499822250609967,1,talking,6,6
192,5O1W39o56gg$_$2,T,1,12,13,0.544277339619766,2,end of,13,14
192,5O1W39o56gg$_$2,T,2,6,9,0.17829617358723865,3,have your literature review,7,10
192,5O1W39o56gg$_$2,T,3,3,5,0.11520692123995233,1,a reason we,4,6
193,5O1W39o56gg$_$9,T,1,5,8,0.5674875911070122,2,did a great study,6,9
193,5O1W39o56gg$_$9,T,2,7,7,0.21725770738555356,peak,great,8,8
193,5O1W39o56gg$_$9,T,3,10,10,0.039000230951772435,1,1997,11,11
194,5i6AgQSjXO4$_$3,T,1,4,8,0.6036509916671401,2,one of the key area,5,9
194,5i6AgQSjXO4$_$3,T,2,7,7,0.1892816575964237,peak,key,8,8
194,5i6AgQSjXO4$_$3,T,3,9,9,0.07125778991210682,1,of,10,10
195,5i6AgQSjXO4$_$2,T,1,2,6,0.27336227739428237,3,before us today is :,3,7
195,5i6AgQSjXO4$_$2,T,2,13,14,0.1182186712116364,1,of the,14,15
195,5i6AgQSjXO4$_$2,T,3,25,26,0.10813321939611872,1,and job,26,27
196,5i6AgQSjXO4$_$6,T,1,1,3,0.47504749279497577,3,knowledge of any,2,4
196,5i6AgQSjXO4$_$6,T,2,5,5,0.13714483572939346,1,can,6,6
196,5i6AgQSjXO4$_$6,T,3,7,7,0.08983278537212379,1,be,8,8
197,5kaCGzjYukM$_$0,T,1,13,16,0.22368111750140884,3,many of you have,16,19
197,5kaCGzjYukM$_$0,T,2,9,12,0.21800248168216024,2,", which i know",12,15
197,5kaCGzjYukM$_$0,T,3,10,10,0.0895739890186046,peak,which,13,13
198,5kaCGzjYukM$_$3,T,1,11,14,0.21304749809140444,3,", of casualties in",12,15
198,5kaCGzjYukM$_$3,T,2,4,6,0.18162591030838793,2,"at dozens ,",5,7
198,5kaCGzjYukM$_$3,T,3,17,18,0.10550229663193536,1,on what,18,19
199,5kaCGzjYukM$_$2,T,1,22,26,0.4542416954422029,3,this attack reprehensible in every,26,33
199,5kaCGzjYukM$_$2,T,2,24,24,0.18028294871141026,1,reprehensible,28,31
199,5kaCGzjYukM$_$2,T,3,9,11,0.10219059030785713,3,podium at the,13,15
200,5kaCGzjYukM$_$5,T,1,8,12,0.540532375215112,3,regime to cease these absolutely,9,13
200,5kaCGzjYukM$_$5,T,2,10,10,0.17732779526374354,peak,cease,11,11
200,5kaCGzjYukM$_$5,T,3,12,14,0.12344925653556081,1,absolutely senseless attacks,13,16
201,5kaCGzjYukM$_$7,T,1,33,41,0.3168593699476718,3,i know you ’ ve all been interested in,34,42
201,5kaCGzjYukM$_$7,T,2,8,10,0.09726198639482098,1,hear more from,9,11
201,5kaCGzjYukM$_$7,T,3,34,35,0.07211872531326366,1,know you,35,36
202,6KvG5VbLalY$_$9,T,1,6,12,0.2726179877673623,3,out and reach the active seeker plus,7,13
202,6KvG5VbLalY$_$9,T,2,20,22,0.127662465606372,2,think they have,21,23
202,6KvG5VbLalY$_$9,T,3,11,12,0.09075450009076921,1,seeker plus,12,13
203,6ZA8I83x-oY$_$0,T,1,6,8,0.2746427209507931,3,s first fan,7,9
203,6ZA8I83x-oY$_$0,T,2,14,16,0.2733163043657086,3,is hoping to,15,17
203,6ZA8I83x-oY$_$0,T,3,13,14,0.17390228083714884,1,", is",14,15
204,6ZA8I83x-oY$_$2,T,1,35,40,0.21970410511059507,3,"we love hollywood , we love",38,43
204,6ZA8I83x-oY$_$2,T,2,17,20,0.11651472508898132,2,and i can actually,19,22
204,6ZA8I83x-oY$_$2,T,3,34,36,0.1085001143264071,1,""" we love",37,39
205,6hFiTU77Sm0$_$1,T,1,8,10,0.36575566253378977,3,each college does,9,11
205,6hFiTU77Sm0$_$1,T,2,3,4,0.14779299370877008,2,of different,4,5
205,6hFiTU77Sm0$_$1,T,3,2,2,0.0911445253129202,3,tons,3,3
206,6hFiTU77Sm0$_$2,T,1,1,4,0.4358428365766738,3,you might have to,2,5
206,6hFiTU77Sm0$_$2,T,2,2,2,0.15722969741468407,peak,might,3,3
206,6hFiTU77Sm0$_$2,T,3,8,8,0.08468692515413982,2,one,9,9
207,6uPGcKTpC4I$_$1,T,1,17,20,0.25971117762805274,2,"720 , we will",18,21
207,6uPGcKTpC4I$_$1,T,2,10,12,0.18046057982522368,3,on february 12th,11,13
207,6uPGcKTpC4I$_$1,T,3,16,17,0.11795590808024656,1,", 720",17,18
208,6uPGcKTpC4I$_$2,T,1,10,13,0.1829776590433032,1,that is the reward,11,14
208,6uPGcKTpC4I$_$2,T,2,3,5,0.14649159371842213,3,dash ' s,4,6
208,6uPGcKTpC4I$_$2,T,3,17,19,0.13752571096724342,3,"masternodes , and",18,22
209,6uPGcKTpC4I$_$6,T,1,9,11,0.3572701522670658,3,"three new """,11,13
209,6uPGcKTpC4I$_$6,T,2,5,6,0.23613818661382924,2,"happenings ,",6,8
209,6uPGcKTpC4I$_$6,T,3,8,8,0.0989106741023447,1,are,10,10
210,70280$_$11,T,1,15,17,0.31503194639134696,2,", than to",17,19
210,70280$_$11,T,2,5,7,0.28106642727943865,1,"movie , (",6,8
210,70280$_$11,T,3,2,2,0.042469237446603435,3,rather,3,3
211,70280$_$3,T,1,10,16,0.706140070548534,3,is really nothing that he can do,11,17
211,70280$_$3,T,2,11,12,0.32421089713021817,1,really nothing,12,13
211,70280$_$3,T,3,15,17,0.2430078500007632,2,can do about,16,18
212,70280$_$4,T,1,5,8,0.26934292762391704,2,plot sounds very familiar,7,10
212,70280$_$4,T,2,13,15,0.20317899327307756,3,this movie (,15,17
212,70280$_$4,T,3,1,2,0.0948178699175592,1,uhh ),2,4
213,70280$_$6,T,1,8,12,0.5894901733358408,3,little bit cheated because (,10,14
213,70280$_$6,T,2,10,10,0.22858719041433068,peak,cheated,12,12
213,70280$_$6,T,3,21,22,0.0549209945856894,1,very similar,25,26
214,75RGHaxmUK8$_$3,T,1,3,7,0.5141034176666798,2,agent we can help you,4,8
214,75RGHaxmUK8$_$3,T,2,6,6,0.11874743754870906,1,help,7,7
214,75RGHaxmUK8$_$3,T,3,0,1,0.11388144083810559,1,as an,1,2
215,75RGHaxmUK8$_$5,T,1,1,4,0.45281265261234865,3,ea or enrolled agent,2,5
215,75RGHaxmUK8$_$5,T,2,4,5,0.24441748811274722,1,agent is,5,6
215,75RGHaxmUK8$_$5,T,3,0,1,0.1995432953831605,1,an ea,1,2
216,7_K3F-lAv1k$_$2,T,1,24,28,0.15023956563235305,3,around and experience new things,25,29
216,7_K3F-lAv1k$_$2,T,2,32,34,0.10165986118859872,1,allowed me to,33,35
216,7_K3F-lAv1k$_$2,T,3,6,7,0.06080346907217918,2,years ago,7,8
217,7r4vRxKLFCA$_$6,T,1,18,24,0.25269374871565325,3,"forth with each other , all three",19,25
217,7r4vRxKLFCA$_$6,T,2,14,16,0.12555763176459037,2,re going back,15,17
217,7r4vRxKLFCA$_$6,T,3,28,30,0.1090018750044272,2,"the fan ,",29,31
218,80566$_$1,T,1,0,3,0.6760198925737366,2,"a new hope ,",1,4
218,80566$_$1,T,2,2,2,0.2614990336784551,peak,hope,3,3
218,80566$_$1,T,3,4,4,0.05055426289454361,1,the,5,5
219,80566$_$0,T,1,6,8,0.4035964207028248,3,the original three,7,9
219,80566$_$0,T,2,10,11,0.2649688294061304,1,wars movies,11,12
220,80566$_$3,T,1,3,4,0.555155903046396,1,you know,4,5
220,80566$_$3,T,2,5,9,0.2325358891355041,3,luke i am your father,6,10
220,80566$_$3,T,3,10,11,0.0769783501950086,2,but with,11,12
221,80566$_$2,T,1,0,1,0.612566907930931,1,they are,1,2
221,80566$_$2,T,2,1,4,0.2645190226429,2,are referenced countlessly in,2,6
222,80566$_$4,T,1,3,4,0.5138098041969346,3,almost an,4,5
222,80566$_$4,T,2,5,5,0.18750322301322742,1,american,6,6
223,80566$_$6,T,1,1,4,0.5425661138856506,2,i ( stutter ),2,6
223,80566$_$6,T,2,3,3,0.17313138127478298,peak,stutter,4,5
223,80566$_$6,T,3,0,0,0.1178024631706826,1,i,1,1
224,80855$_$11,T,1,9,12,0.6727395454507127,3,are in some episodes,12,15
224,80855$_$11,T,2,12,12,0.32531160366288503,peak,episodes,15,15
224,80855$_$11,T,3,3,3,0.05952821997366186,2,and,5,5
225,80855$_$10,T,1,5,8,0.3844330628098339,3,") in the ,",7,10
225,80855$_$10,T,2,14,15,0.18157636647483993,2,couple episodes,16,17
225,80855$_$10,T,3,7,7,0.12798595401655238,peak,the,9,9
226,80855$_$12,T,1,1,4,0.5517021937924075,3,schwimmer and some guy,2,8
226,80855$_$12,T,2,3,3,0.2185393503689512,peak,some,7,7
226,80855$_$12,T,3,6,7,0.13986932401929442,1,david schwimmer,10,14
227,80855$_$15,T,1,11,13,0.30724302290180083,2,is amazing (,12,14
227,80855$_$15,T,2,5,7,0.22326985711077516,1,keeps to the,6,8
227,80855$_$15,T,3,4,5,0.15854770242697686,3,it keeps,5,6
228,80855$_$17,T,1,25,28,0.24414795021143584,3,' s not the,26,29
228,80855$_$17,T,2,2,4,0.14651169694190969,1,to just sit,3,5
228,80855$_$17,T,3,13,15,0.14029490091935126,2,"okay , maybe",14,16
229,80855$_$0,T,1,0,0,0.5,1,alright,1,1
230,80855$_$3,T,1,0,2,1.0,3,the acclaimed series,1,3
231,80855$_$2,T,1,1,2,0.7450637287473161,1,four curb,2,3
232,80855$_$7,T,1,3,4,0.5396875288665741,2,my fingers,4,5
232,80855$_$7,T,2,0,0,0.1252015779443291,1,that,1,1
232,80855$_$7,T,3,2,2,0.10754861770099114,3,s,3,3
233,80855$_$20,T,1,9,11,0.6946898880732846,2,and a genius,14,16
233,80855$_$20,T,2,7,7,0.062124639274611926,1,),9,9
234,830KzUc6CbU$_$0,T,1,3,6,0.3298868831169556,3,is rhett reiger from,4,9
234,830KzUc6CbU$_$0,T,2,12,13,0.2205875922955241,2,of expert,15,16
234,830KzUc6CbU$_$0,T,3,3,3,0.08570040101312981,1,is,4,4
235,830KzUc6CbU$_$13,T,1,5,9,0.4956296942033239,3,"many different issues , like",6,10
235,830KzUc6CbU$_$13,T,2,7,7,0.1715417594197549,peak,issues,8,8
235,830KzUc6CbU$_$13,T,3,35,41,0.12663468638749084,2,"of the shoot , or until the",37,43
236,84140$_$0,T,1,7,12,0.6172391187645503,3,", and i generally love sort",9,14
236,84140$_$0,T,2,17,18,0.15418871456110098,1,comedy sort,19,20
236,84140$_$0,T,3,11,11,0.15332233051624666,peak,love,13,13
237,84140$_$5,T,1,29,37,0.33399148221463926,3,"it all ( stutter ) feels very like ,",31,40
237,84140$_$5,T,2,39,42,0.13062392526543143,2,"' s not ,",42,45
237,84140$_$5,T,3,32,32,0.055906765855116586,peak,stutter,34,35
238,89835$_$1,T,1,9,11,0.5582436551966539,3,for his martial,10,12
238,89835$_$1,T,2,13,16,0.17576452716383184,1,special effects action flicks,14,18
238,89835$_$1,T,3,13,13,0.054222362532347614,3,special,14,14
239,89835$_$0,T,1,6,8,0.5510812160938653,3,off the wall,7,9
239,89835$_$0,T,2,5,5,0.0727404403181725,1,his,6,6
239,89835$_$0,T,3,4,4,0.06133075107082127,2,for,5,5
240,89835$_$4,T,1,16,20,0.38668448466869243,2,so much as one person,17,21
240,89835$_$4,T,2,17,17,0.20604355667543806,1,much,18,18
240,89835$_$4,T,3,14,14,0.13713407791528837,1,really,15,15
241,89835$_$7,T,1,5,9,0.3334350295990789,1,a few ( uhh ),7,12
241,89835$_$7,T,2,29,34,0.28458478035828183,3,didn ' t enjoy the film,33,38
241,89835$_$7,T,3,1,3,0.08882551223298771,2,uhh ) there,2,5
242,8eaYvALnJ0o$_$1,T,1,6,9,0.27650416914813364,2,wide range of patterns,7,10
242,8eaYvALnJ0o$_$1,T,2,12,13,0.11960689027043571,2,wide range,13,14
242,8eaYvALnJ0o$_$1,T,3,7,7,0.07348375173994995,peak,range,8,8
243,8eaYvALnJ0o$_$0,T,1,10,11,0.28143256961951235,1,great versatility,11,13
243,8eaYvALnJ0o$_$0,T,2,2,3,0.230962092951776,2,the great,3,4
243,8eaYvALnJ0o$_$0,T,3,7,7,0.0651713602087926,1,siding,8,8
244,8x_nCOh6Wmc$_$6,T,1,38,45,0.4513749780736773,3,be ready to give a great speech .,40,47
244,8x_nCOh6Wmc$_$6,T,2,43,43,0.11689051803123948,peak,great,45,45
244,8x_nCOh6Wmc$_$6,T,3,26,28,0.07563023690032011,2,"the bugs ,",27,29
245,96642$_$1,T,1,16,19,0.29321161354488645,3,the censored and unrated,18,24
245,96642$_$1,T,2,10,11,0.13682484514874826,2,world police,12,13
245,96642$_$1,T,3,18,18,0.11428400624983143,peak,and,22,22
246,96642$_$3,T,1,12,13,0.23424946509922354,1,very popular,14,15
246,96642$_$3,T,2,5,6,0.18142890675062026,2,the mind,7,8
246,96642$_$3,T,3,4,4,0.08188077911420558,1,were,6,6
247,96642$_$2,T,1,10,13,0.6214906164576195,3,team ( uhh ),11,15
247,96642$_$2,T,2,12,12,0.2170513116157491,peak,uhh,13,14
247,96642$_$2,T,3,9,10,0.11877001140671178,2,the team,10,11
248,96642$_$4,T,1,14,19,0.24631152944280754,2,umm ) i guess they should,16,21
248,96642$_$4,T,2,24,26,0.10116047172611503,3,because this isn,26,28
248,96642$_$4,T,3,2,3,0.0721315700104316,1,( umm,3,4
249,99501$_$10,T,1,6,10,0.5093898207435819,2,"are nice , but not",8,12
249,99501$_$10,T,2,9,9,0.13353538103670984,peak,but,11,11
249,99501$_$10,T,3,1,1,0.04353479492224677,1,uhh,2,3
250,99501$_$13,T,1,25,34,0.4379929338493426,3,"very , very little here to reclaim it and make",27,36
250,99501$_$13,T,2,27,28,0.17283446527078866,1,very little,29,30
250,99501$_$13,T,3,32,35,0.11414413690953235,2,it and make it,34,37
